question_id,feature1,feature2,difficulty_level
126,0.23730,28.56552,2
127,0.19808,27.63079,2
128,0.20564,27.95517,2
129,0.40846,23.75158,1
130,0.09392,26.15356,2
131,0.37491,19.21454,1
132,0.20084,25.96422,1
133,0.31719,21.58653,1
134,0.13472,27.25672,2
135,0.26627,28.16126,2
136,0.11500,27.93944,2
137,0.28953,25.47691,1
138,0.47766,24.28971,1
139,0.38058,21.99355,1
140,0.08273,26.78848,2
141,0.11244,31.00766,2
142,0.20435,28.61644,2
143,0.39831,25.71895,2
144,0.13230,26.36910,2
145,0.04745,27.09725,2
146,0.18786,31.35616,2
147,0.15911,28.05312,1
148,0.13067,32.75990,2
149,0.17123,27.99598,2
150,0.26656,25.17033,1
151,0.16546,32.02735,2
152,0.09556,30.36445,2
153,0.13597,28.84884,1
154,0.07913,28.04287,2
155,0.28566,23.70268,1
156,0.11729,27.82959,2
157,0.20985,24.16764,2
158,0.11511,23.54380,2
159,0.08018,26.88330,2
160,0.21493,24.06417,1
161,0.40125,23.98574,1
162,0.33062,25.39454,2
163,0.14630,26.95174,2
164,0.08953,28.02515,2
165,0.37180,25.17973,1
166,0.28185,25.62010,1
167,0.21067,29.40346,2
168,0.33505,24.40473,1
169,0.09806,23.78469,1
170,0.10958,28.42111,2
171,0.70774,21.09504,0
172,0.30413,27.51597,1
173,0.08218,25.21208,2
174,0.71278,20.64798,0
175,0.48868,25.04071,1
176,0.40102,27.19154,1
177,0.58778,22.40249,0
178,0.52264,20.62157,1
179,0.48273,22.96722,1
180,0.18393,28.91152,2
181,0.41254,19.45261,1
182,0.43573,22.89554,1
183,0.36368,23.96643,1
184,0.27938,24.94756,2
185,0.49628,17.79476,0
186,0.32703,24.43688,1
187,0.30242,28.26237,1
188,0.72376,18.50269,0
189,0.61997,22.19603,0
190,0.41057,22.31543,1
191,0.63643,24.05052,1
192,0.37504,23.76428,2
193,0.39005,30.43838,1
194,0.14883,28.14267,2
195,0.89413,19.77511,0
196,0.52237,18.48059,0
197,0.37544,25.12774,1
198,0.31261,26.34961,2
199,0.65489,16.95977,0
200,0.14549,25.21971,2
201,0.42024,24.33335,1
202,0.53014,21.61033,1
203,0.34341,26.61804,2
204,0.44656,22.73991,1
205,0.57685,23.05749,0
206,0.60029,21.21801,0
207,0.33796,25.14687,1
208,0.16213,29.02276,2
209,0.27351,24.16250,1
210,0.14544,29.16016,2
211,0.40311,26.50240,2
212,0.29345,29.31498,2
213,0.70087,21.20183,0
214,0.71932,20.04187,0
215,0.39492,27.20708,1
216,0.58524,21.98486,1
217,0.66780,26.88819,0
218,0.61345,21.20129,0
219,0.49337,23.05198,1
220,0.30263,26.70272,2
221,0.29893,25.89879,2
222,0.19862,26.07026,2
223,0.54057,21.02201,1
224,0.52904,16.92363,0
225,0.24642,26.38033,2
226,0.44110,22.49157,1
227,0.53156,21.36035,1
228,0.40480,24.65691,1
229,0.34828,20.76768,2
230,0.40832,26.74086,1
231,0.44382,27.77832,1
232,0.40169,23.25585,1
233,0.47759,22.36069,1
234,0.36979,18.52589,1
235,0.30674,26.49368,1
236,0.48440,19.86308,0
237,0.46105,25.74586,0
238,0.47491,22.82768,2
239,0.19953,24.69262,1
240,0.53071,21.70582,0
241,0.31358,26.38741,2
242,0.16934,28.71202,2
243,0.41402,29.69317,1
244,0.44392,23.97103,0
245,0.59228,23.79733,2
246,0.18794,25.21470,2
247,0.10855,27.52185,2
248,0.22342,29.03769,2
249,0.46228,28.64154,2
250,0.32614,26.30305,1
251,0.00719,30.33964,2
252,0.48233,27.72112,1
253,0.11960,28.64563,2
254,0.51234,22.07084,0
255,0.13581,28.70841,2
256,0.14414,28.79561,2
257,0.54614,23.75080,0
258,0.11873,30.13008,2
259,0.26479,29.31946,1
260,0.49343,26.60393,0
261,0.55494,19.75779,1
262,0.55718,22.41400,0
263,0.32365,28.14215,1
264,0.53456,19.75914,1
265,0.57096,26.29763,0
266,0.67420,20.09466,0
267,0.56116,19.54105,0
268,0.40716,30.30310,2
269,0.29711,25.83298,1
270,0.27897,24.72951,1
271,0.53792,21.94827,1
272,0.65295,18.45886,0
273,0.17337,28.31028,2
274,0.23930,27.90054,2
275,0.38838,22.47494,1
276,0.52082,22.44298,1
277,0.54109,18.95613,1
278,0.52353,24.29670,1
279,0.18062,25.48859,2
280,0.39748,24.53588,1
281,0.29223,24.62813,2
282,0.60390,25.55961,1
283,0.38978,17.47663,1
284,0.37769,27.35838,1
285,0.15669,24.12640,2
286,0.45337,25.25225,1
287,0.58430,27.74524,1
288,0.65632,21.47331,0
289,0.47823,23.16066,1
290,0.60051,25.57230,1
291,0.72629,20.31744,0
292,0.44357,24.12129,0
293,0.38359,20.90137,1
294,0.63067,23.16778,0
295,0.82229,21.09401,0
296,0.41458,20.73237,1
297,0.38563,30.03122,2
298,0.07387,31.13101,2
299,0.04749,28.07089,2
300,0.53876,22.26383,1
301,0.10849,26.17691,2
302,0.67422,17.11617,0
303,0.28299,25.98996,1
304,0.19875,28.13691,2
305,0.16817,32.36420,2
306,0.53192,20.51828,0
307,0.46034,22.86901,1
308,0.55457,24.57914,1
309,0.59944,23.08121,0
310,0.52063,23.15069,1
311,0.55692,20.78820,0
312,0.61096,24.64396,1
313,0.58758,28.39423,1
314,0.13124,30.69092,2
315,0.33021,25.66452,1
316,0.84478,16.77676,0
317,0.35831,26.47228,1
318,0.45295,24.83244,1
319,0.38536,22.19571,1
320,0.66085,26.81461,0
321,0.42520,23.78142,1
322,0.37714,25.85896,1
323,0.26932,22.52268,1
324,0.55229,21.40024,0
325,0.81351,23.54964,0
326,0.53176,23.72759,1
327,0.73679,20.27623,0
328,0.37311,26.66296,1
329,0.17776,31.50230,2
330,0.66703,26.33654,1
331,0.29711,24.26869,1
332,0.41481,22.46228,1
333,0.70547,21.29267,1
334,0.50873,24.11323,1
335,0.59756,27.16058,0
336,0.64868,23.26539,0
337,0.54530,19.79751,1
338,0.48662,28.45525,1
339,0.33415,24.77090,1
340,0.41471,28.43406,1
341,0.45173,26.38673,0
342,0.81229,14.69202,0
343,0.51150,23.26817,0
344,0.67821,25.98213,1
345,0.69010,23.04283,0
346,0.43002,23.95961,1
347,0.41609,22.30632,2
348,0.50432,24.33578,0
349,0.47618,24.15301,1
350,0.59009,23.33123,2
351,0.44715,24.75353,1
352,0.19179,28.75233,2
353,0.34286,26.30596,1
354,0.42017,23.71143,1
355,0.62207,24.67036,1
356,0.47181,24.57205,1
357,0.32256,26.27304,1
358,0.39540,26.32694,1
359,0.53826,26.61833,1
360,0.22534,26.99153,2
361,0.26125,26.14460,2
362,0.28947,23.46830,1
363,0.17591,21.98871,2
364,0.33949,24.73703,2
365,0.29462,24.84758,1
366,0.36751,25.01377,2
367,0.48902,22.91516,1
368,0.33025,23.52969,1
369,0.13575,25.16187,1
370,0.35798,25.60839,1
371,0.46900,24.62916,1
372,0.26309,24.78635,1
373,0.10337,29.86165,2
374,0.31285,22.67168,1
375,0.48401,25.81143,1
376,0.23224,26.29699,2
377,0.47082,27.10736,1
378,0.43397,22.02337,1
379,0.40266,25.41133,1
380,0.14510,30.17814,2
381,0.56725,23.27637,0
382,0.55750,21.76931,1
383,0.54661,19.37161,1
384,0.11586,28.75848,1
385,0.59369,19.94232,0
386,0.49078,20.96580,1
387,0.67881,19.35764,0
388,0.65167,19.36446,0
389,0.55042,21.32450,0
390,0.50109,24.36461,1
391,0.56253,24.86856,1
392,0.45103,17.65759,0
393,0.38307,29.01159,1
394,0.22418,31.24682,1
395,0.14888,30.96610,2
396,0.24705,30.89065,2
397,0.61499,18.48692,1
398,0.52076,23.07017,1
399,0.30278,20.97909,1
400,0.21682,29.78760,1
401,0.41954,24.36242,1
402,0.22587,26.40080,2
403,0.43659,24.98428,0
404,0.59876,26.44018,2
405,0.32671,25.27961,1
406,0.29821,24.67136,1
407,0.23440,28.17810,2
408,0.83419,20.69001,0
409,0.24257,26.17395,0
410,0.46425,19.07641,1
411,0.29662,25.37015,2
412,0.53170,25.50516,1
413,0.62526,16.71718,0
414,0.26809,24.53983,1
415,0.79056,21.59492,0
416,0.12774,28.15566,1
417,0.09295,26.15154,2
418,0.16054,26.76915,2
419,0.42222,24.64140,1
420,0.46470,27.23513,0
421,0.88761,14.55114,0
422,0.63599,20.16434,0
423,0.31849,28.25162,1
424,0.83021,22.02132,0
425,0.65046,21.52717,0
426,0.91828,24.49537,0
427,0.50646,25.72528,1
428,0.78388,21.00515,0
429,0.54345,23.16099,1
430,0.63248,22.55345,0
431,0.65439,19.43419,0
432,0.60722,19.65371,0
433,0.53800,23.88505,1
434,0.70227,19.98892,0
435,0.70219,18.89823,2
436,0.23140,26.21995,1
437,0.08713,25.15241,2
438,0.61514,19.14845,2
439,0.46705,22.51348,1
440,0.68686,19.80752,0
441,0.72709,21.76751,0
442,0.72817,23.13466,0
443,0.60359,21.65705,0
444,0.91010,20.51504,0
445,0.47978,26.35835,1
446,0.52688,23.28472,1
447,0.40570,26.30042,2
448,0.45717,25.70638,0
449,0.63667,21.01598,0
450,0.87607,19.36381,0
451,0.53308,20.74530,0
452,0.61802,18.71192,0
453,0.42180,25.99412,2
454,0.48208,23.98336,1
455,0.93967,16.26311,0
456,0.68984,21.17821,0
457,0.58388,20.83678,1
458,0.44260,24.38356,0
459,0.16101,25.62467,2
460,0.39105,26.01651,1
461,0.30560,25.95118,2
462,0.74436,18.74257,0
463,0.51701,23.14434,1
464,0.55774,25.66922,1
465,0.29718,23.17350,1
466,0.11121,28.83159,2
467,0.15858,24.11822,2
468,0.21135,27.97159,2
469,0.08872,27.77626,2
470,0.32506,29.20142,1
471,0.09656,24.07920,2
472,0.43687,21.45961,1
473,0.50122,24.48752,1
474,0.52478,21.51302,0
475,0.52039,21.39995,1
476,0.56681,24.95918,0
477,0.81832,22.33360,0
478,0.79272,16.37545,0
479,0.62053,24.40959,1
480,0.77113,22.03720,0
481,0.70628,19.34600,0
482,0.83682,16.65198,0
483,0.72611,18.66154,0
484,0.62693,23.95736,0
485,0.72466,17.10707,0
486,0.75710,19.05434,0
487,0.81719,22.35054,0
488,0.76332,19.79290,0
489,0.87768,15.03522,0
490,0.83242,15.41258,0
491,0.59985,18.37505,0
492,0.66500,21.48403,1
493,0.52830,19.64391,0
494,0.67782,18.51087,0
495,0.60985,20.42979,0
496,0.79132,19.76305,0
497,0.71699,24.10293,0
498,0.69334,16.94537,0
499,0.51810,21.41272,0
500,0.71535,16.70213,0
501,0.57273,21.34072,1
502,0.90602,13.50114,0
503,0.80969,19.72387,0
504,0.48653,21.03414,1
505,0.81191,18.02275,0
506,0.78577,19.76313,0
507,0.56436,20.53311,0
508,0.86225,12.92146,0
509,0.51227,25.81692,1
510,0.58800,21.10800,2
511,0.66237,15.69112,0
512,0.45383,25.18756,0
513,0.60765,27.16481,0
514,0.80004,21.20596,0
515,0.87511,18.55830,0
516,0.73448,18.29350,0
517,0.62946,25.56557,0
518,0.77806,18.45101,0
519,0.72737,20.94382,0
520,0.75155,16.38028,0
521,0.43932,23.95594,0
522,0.74861,20.99089,0
523,0.66096,22.82672,0
524,0.80265,21.31384,0
525,0.78093,19.63194,0
526,0.48617,20.35359,0
527,0.74511,20.86145,0
528,0.79959,16.90358,0
529,0.75870,15.50621,0
530,0.51961,25.62635,0
531,0.68290,23.55420,0
532,0.53969,19.12840,0
533,0.67653,21.17115,0
534,0.87649,20.32384,0
535,0.87177,20.14668,0
536,0.80508,20.58258,0
537,0.81535,17.23894,0
538,0.69568,19.72141,0
539,0.88778,21.96682,0
540,0.66289,24.82857,0
541,0.85153,25.20931,0
542,0.57161,23.29229,1
543,0.61296,18.20394,0
544,0.57977,20.25436,0
545,0.62667,22.72423,0
546,0.72504,22.36024,0
547,0.68789,17.25658,0
548,0.84942,19.75886,0
549,0.78552,22.64056,0
550,0.63843,23.89365,1
551,0.84019,17.29545,0
552,0.66326,18.93505,1
553,0.38566,21.89988,1
554,0.41078,30.42686,1
555,0.68128,21.69723,0
556,0.45892,24.66003,0
557,0.65533,18.05927,0
558,0.78642,23.49240,0
559,0.65580,21.51795,0
560,0.68623,21.48901,0
561,0.67869,18.50622,0
562,0.29739,26.97854,1
563,0.34546,24.77341,1
564,0.53373,20.43506,0
565,0.53261,19.93539,1
566,0.29439,27.01776,1
567,0.52319,23.64813,1
568,0.45742,27.17194,1
569,0.73296,20.93661,0
570,0.69683,24.00757,0
571,0.53789,26.28016,1
572,0.34878,21.69694,1
573,0.51450,24.01238,1
574,0.62699,20.46569,0
575,0.74825,18.25088,0
576,0.88213,22.89271,0
577,0.22749,27.18119,2
578,0.55319,21.76085,0
579,0.64317,22.73291,1
580,0.74703,19.04842,2
581,0.26862,24.32712,1
582,0.34575,26.79914,1
583,0.09883,28.88376,2
584,0.19726,26.20009,2
585,0.44095,25.03199,0
586,0.45617,26.42768,1
587,0.24900,27.07854,1
588,0.15517,25.59869,2
589,0.28458,25.39560,1
590,0.30314,27.08728,2
591,0.40723,24.42466,1
592,0.43835,28.86629,1
593,0.33349,23.48047,1
594,0.81880,17.08722,0
595,0.59513,19.98366,1
596,0.78538,20.48472,0
597,0.70998,21.71635,0
598,0.15350,25.14884,2
599,0.28059,26.75664,1
600,0.05565,28.70372,2
601,0.50930,26.28547,1
602,0.35983,21.66594,1
603,0.29335,27.20491,2
604,0.42944,24.03028,1
605,0.34860,26.40541,1
606,0.45763,20.74073,1
607,0.65105,20.10059,0
608,0.28262,27.39564,1
609,0.77620,13.69176,0
610,0.16442,29.88008,1
611,0.44966,21.85028,1
612,0.55692,22.88545,1
613,0.40629,28.01895,2
614,0.25884,27.92857,2
615,0.11632,26.92161,2
616,0.49666,24.05622,1
617,0.35383,23.51474,1
618,0.33082,27.60025,0
619,0.46561,26.48820,0
620,0.69665,18.10920,0
621,0.45458,26.18143,1
622,0.46887,26.31681,1
623,0.31101,26.30956,1
624,0.67643,24.75415,0
625,0.49407,21.25506,0
626,0.04490,29.24194,2
627,0.55819,21.72470,1
628,0.41864,30.50540,2
629,0.20674,27.37959,2
630,0.20195,27.98820,2
631,0.20069,27.51026,2
632,0.34050,21.75079,1
633,0.14802,27.27741,2
634,0.16135,29.27156,2
635,0.41494,28.75820,1
636,0.42325,24.00453,0
637,0.71200,23.95916,0
638,0.41898,27.16528,1
639,0.37890,23.27411,1
640,0.38768,26.42855,1
641,0.14706,25.40317,2
642,0.33273,20.03616,1
643,0.55819,22.27941,1
644,0.62234,24.34342,0
645,0.17520,25.07536,1
646,0.10371,30.21290,2
647,0.08528,27.32690,2
648,0.59790,21.90981,1
649,0.82951,23.72299,0
650,0.80092,17.28710,0
651,0.81745,15.51717,0
652,0.55473,21.24069,0
653,0.63403,23.96482,0
654,0.65313,23.81207,0
655,0.57113,19.36484,0
656,0.72116,19.30470,0
657,0.43112,23.38058,1
658,0.85033,20.32390,0
659,0.66039,23.79877,1
660,0.47251,24.62709,1
661,0.80719,17.21639,0
662,0.36116,24.28886,2
663,0.46933,24.85091,1
664,0.77358,24.26959,0
665,0.34305,27.16461,2
666,0.85660,26.97230,0
667,0.62037,21.08571,0
668,0.47810,22.26625,1
669,0.20383,22.57367,2
670,0.56527,23.58182,1
671,0.33567,23.42041,1
672,0.64612,25.14148,0
673,0.18443,27.98947,2
674,0.10149,27.31506,2
675,0.42639,27.32351,1
676,0.81339,19.87784,0
677,0.43403,30.80609,1
678,0.81771,22.53635,0
679,0.62795,25.11077,0
680,0.63670,19.95165,0
681,0.51869,26.85381,2
682,0.09636,26.70504,2
683,0.58046,24.79133,1
684,0.38132,22.49768,2
685,0.75065,23.07267,1
686,0.26430,27.22264,2
687,0.17676,27.66438,2
688,0.46465,29.17076,2
689,0.45876,23.39456,0
690,0.17799,27.92158,2
691,0.16486,31.68428,1
692,0.19034,28.50702,1
693,0.79613,18.71165,0
694,0.77955,20.47738,0
695,0.67110,28.33356,1
696,0.42199,26.56545,1
697,0.38501,20.40746,1
698,0.19877,29.79016,2
699,0.55389,27.04463,1
700,0.43765,24.26756,1
701,0.16868,26.37687,1
702,0.71848,22.74493,0
703,0.66171,24.37164,0
704,0.18039,27.47605,2
705,0.36759,26.88359,1
706,0.49662,29.00966,1
707,0.70919,21.45627,0
708,0.59892,22.35033,0
709,0.58423,25.07521,0
710,0.10549,30.35471,2
711,0.39966,25.52069,1
712,0.48642,19.55953,0
713,0.25486,22.22408,1
714,0.30353,27.66616,2
715,0.79330,18.47980,0
716,0.67149,21.30018,0
717,0.72112,13.75443,0
718,0.74945,18.75418,0
719,0.38498,23.62558,2
720,0.14672,28.06323,2
721,0.22539,31.41000,2
722,0.16119,27.74021,2
723,0.16225,30.39781,2
724,0.13769,29.55395,2
725,0.62739,20.35649,1
726,0.17177,28.31604,2
727,0.12380,30.78309,2
728,0.28096,28.85853,1
729,0.24644,29.75322,2
730,0.19705,26.44535,1
731,0.14165,30.72732,2
732,0.64889,16.53978,0
733,0.41006,23.31111,1
734,0.11615,27.89008,2
735,0.39318,28.05022,1
736,0.68489,24.37264,1
737,0.09602,23.87863,1
738,0.28871,26.76394,2
739,0.59409,25.29721,0
740,0.25339,23.90546,1
741,0.59833,24.42068,1
742,0.34110,24.42967,2
743,0.05998,25.82003,2
744,0.87534,16.55123,0
745,0.30811,26.35337,0
746,0.14595,29.94682,2
747,0.82195,18.71394,0
748,0.77685,17.14931,0
749,0.31982,25.81985,2
750,0.82135,20.98567,1
751,0.72669,18.21468,0
752,0.87404,15.08558,0
753,0.17407,28.18587,2
754,0.77221,19.12798,0
755,0.68751,23.33188,0
756,0.57182,25.66613,0
757,0.13050,25.90551,1
758,0.40888,24.80316,1
759,0.21475,24.15566,1
760,0.21867,30.38280,2
761,0.54679,25.06428,1
762,0.22226,26.82234,2
763,0.33859,26.71768,1
764,0.16849,27.98289,2
765,0.17267,27.98454,2
766,0.16825,26.64197,2
767,0.43489,29.32876,1
768,0.64161,24.43487,0
769,0.42837,24.06414,1
770,0.10266,29.13751,2
771,0.22989,26.20937,1
772,0.43745,25.04864,1
773,0.22301,27.37519,2
774,0.61277,24.20640,1
775,0.46247,24.61728,1
776,0.72054,20.99560,0
777,0.64153,21.02303,0
778,0.46004,22.36244,1
779,0.52620,21.97574,0
780,0.52442,19.44310,0
781,0.47676,28.93271,1
782,0.62801,25.71603,0
783,0.90733,17.19150,0
784,0.43392,26.08102,1
785,0.48343,22.69454,0
786,0.68996,21.44349,0
787,0.26888,26.54676,1
788,0.38755,26.21294,2
789,0.60733,27.62226,1
790,0.11276,26.76591,2
791,0.52560,29.47613,1
792,0.36107,29.13134,1
793,0.27159,23.95109,1
794,0.10240,29.39104,2
795,0.20683,25.99157,2
796,0.29437,28.47877,1
797,0.39558,23.38999,1
798,0.22739,29.60831,2
799,0.59816,20.07165,0
800,0.51996,23.53072,0
801,0.24600,29.79538,2
802,0.14827,30.06624,2
803,0.45261,26.19097,2
804,0.28627,29.64377,2
805,0.27061,25.75829,1
806,0.33101,24.54626,1
807,0.32347,26.11109,2
808,0.61380,25.25269,1
809,0.40982,26.09482,1
810,0.42519,23.73279,2
811,0.25194,25.94031,1
812,0.13140,31.18538,2
813,0.04503,27.34099,2
814,0.23775,23.75996,2
815,0.36340,26.62545,1
816,0.36417,32.23805,2
817,0.78517,21.44486,0
818,0.16883,31.60032,1
819,0.51202,23.87775,1
820,0.30562,27.95448,2
821,0.29121,24.45511,1
822,0.27214,26.65151,2
823,0.28885,28.01235,2
824,0.46645,29.71978,2
825,0.24270,26.50848,1
826,0.62047,24.39601,1
827,0.15183,30.60302,1
828,0.48499,23.12622,1
829,0.49459,25.64388,1
830,0.44564,25.68043,1
831,0.10601,24.32559,2
832,0.47925,22.94725,1
833,0.29767,30.15627,1
834,0.35578,23.04198,1
835,0.68325,18.40680,0
836,0.36328,26.47194,1
837,0.56866,23.15519,1
838,0.30050,28.17532,1
839,0.63426,22.35519,0
840,0.52256,20.30839,0
841,0.43065,29.79414,1
842,0.35401,17.23547,1
843,0.71121,18.53811,2
844,0.76051,21.51477,0
845,0.67914,19.73997,0
846,0.56886,23.97970,1
847,0.96498,20.65965,0
848,0.84501,17.76098,0
849,0.71058,24.84283,0
850,0.93886,21.62593,0
851,0.80034,19.71047,0
852,0.70706,24.04671,0
853,0.76584,23.51430,0
854,0.83134,20.97203,0
855,0.84911,17.45261,0
856,0.90812,20.28642,0
857,0.24094,22.60096,1
858,0.87633,12.83537,0
859,0.82316,21.66963,0
860,0.92955,20.57165,0
861,0.62109,23.67394,1
862,0.68836,19.47801,0
863,0.81225,18.44580,0
864,0.40855,23.72231,1
865,0.41494,31.86754,1
866,0.41152,26.03861,1
867,0.17674,21.66968,2
868,0.23320,25.74084,1
869,0.47068,27.05136,1
870,0.77734,21.24756,0
871,0.66605,21.60082,0
872,0.45150,26.18244,1
873,0.40453,28.16386,2
874,0.94385,5.84361,0
875,0.62814,27.87382,1
876,0.55278,22.81163,0
877,0.62754,19.13698,1
878,0.53982,20.11298,1
879,0.46817,27.64172,1
880,0.80747,23.84202,0
881,0.62823,22.62512,0
882,0.29710,25.85659,1
883,0.25731,24.67313,2
884,0.57181,18.69377,0
885,0.62890,23.04651,0
886,0.56992,24.88916,1
887,0.16518,28.36102,2
888,0.36025,23.87080,2
889,0.74648,21.90631,0
890,0.57811,19.31103,0
891,0.37186,24.13946,2
892,0.52487,22.04029,0
893,0.39151,21.58412,1
894,0.54333,28.16414,1
895,0.29801,23.85503,1
896,0.54818,25.72909,1
897,0.38632,24.70568,1
898,0.21066,26.32788,1
899,0.03967,27.47165,2
900,0.54925,24.61259,0
901,0.40114,24.31869,1
902,0.42965,26.37231,1
903,0.68291,20.65746,0
904,0.65070,19.81709,1
905,0.76013,23.22464,0
906,0.51619,18.96648,1
907,0.21186,23.93309,2
908,0.17015,30.43334,2
909,0.21940,29.55458,2
910,0.56563,22.87384,1
911,0.61220,23.41608,1
912,0.58688,24.10562,0
913,0.72788,19.66298,0
914,0.45468,29.56622,1
915,0.56869,20.84272,0
916,0.70268,19.26451,0
917,0.63907,21.70080,0
918,0.39611,24.85586,2
919,0.16130,29.99945,2
920,0.30188,28.41738,0
921,0.31235,26.81966,1
922,0.27151,28.86126,1
923,0.55775,24.11814,1
924,0.45330,29.12218,1
925,0.30036,22.82830,2
926,0.43982,24.71450,0
927,0.25505,23.72409,2
928,0.12058,31.67591,2
929,0.25749,29.23664,1
930,0.51495,23.08672,1
931,0.35322,24.43437,1
932,0.14064,27.72034,2
933,0.42204,25.32088,2
934,0.49756,25.47739,1
935,0.64025,23.52054,1
936,0.26608,24.78540,2
937,0.29559,24.67965,1
938,0.79155,20.71092,0
939,0.60056,21.19614,0
940,0.27473,28.80925,1
941,0.66403,24.17510,0
942,0.37107,27.02358,2
943,0.60560,25.56637,1
944,0.54800,24.37705,1
945,0.56088,24.83029,1
946,0.52064,28.94531,1
947,0.43829,24.48176,1
948,0.43800,24.59270,0
949,0.62454,20.70732,1
950,0.08423,31.56069,2
951,0.45569,26.87146,1
952,0.27880,30.09803,2
953,0.47405,25.97415,1
954,0.38792,25.99708,1
955,0.23763,28.50282,2
956,0.20853,27.37390,2
957,0.72645,23.84097,0
958,0.35870,26.55983,1
959,0.58128,23.05766,0
960,0.46535,27.28815,1
961,0.23369,23.41260,2
962,0.42401,26.87827,1
963,0.54748,25.62563,1
964,0.75574,22.32391,0
965,0.33360,22.09324,1
966,0.84166,23.38458,0
967,0.41306,23.58244,1
968,0.10562,29.90299,2
969,0.38109,23.89808,1
970,0.49973,26.15790,0
971,0.75909,25.85175,0
972,0.04575,28.54469,2
973,0.26687,26.20070,1
974,0.31615,22.67489,1
975,0.73896,23.67450,0
976,0.58973,18.79747,0
977,0.28082,27.57317,1
978,0.81461,23.09397,0
979,0.52741,18.24038,0
980,0.63853,21.31055,0
981,0.39352,27.74389,1
982,0.79176,21.14962,0
983,0.81363,20.78068,0
984,0.79202,19.57622,0
985,0.90114,19.50739,0
986,0.88273,18.07256,0
987,0.73934,20.08013,0
988,0.42873,22.05451,2
989,0.41601,26.40773,1
990,0.23465,27.45746,1
991,0.09448,26.11940,2
992,0.49200,24.07168,1
993,0.07903,28.46903,1
994,0.16423,31.69526,2
995,0.12730,25.63570,2
996,0.12873,32.92294,2
997,0.09465,27.14455,2
