question_id,feature1,feature2,difficulty_level
83,0.32312,20.47310,2
84,0.08577,24.78300,2
85,0.07871,28.12009,2
86,0.22198,27.00073,2
87,0.43663,21.09811,2
88,0.60886,21.50747,2
89,0.24904,27.24195,2
90,0.35864,25.00575,2
91,0.20503,23.72967,2
92,0.42371,22.91203,2
93,0.27972,26.34829,2
94,0.41499,24.41495,2
95,0.04217,27.68073,2
96,0.45781,18.86146,2
97,0.38774,23.05318,2
98,0.07446,28.04827,2
99,0.35294,25.15598,2
100,0.05591,26.18427,2
101,0.20606,25.49140,2
102,0.11913,27.35497,2
103,0.05815,19.53535,2
104,0.21954,23.51485,2
105,0.21026,25.36414,2
106,0.25263,28.86119,2
107,0.28853,23.68201,2
108,0.28813,25.94739,2
109,0.68027,19.16718,2
110,0.20175,20.96689,2
111,0.19168,20.14989,2
112,0.11115,24.27669,2
113,0.12570,29.51988,2
114,0.31765,26.15495,2
115,0.20565,24.00193,2
116,0.09984,26.37456,2
117,0.11429,21.31338,2
118,0.12527,22.97504,2
119,0.34655,28.86397,2
120,0.24666,22.92829,2
121,0.21336,23.25959,2
122,0.09842,26.23918,2
123,0.15341,28.37795,2
124,0.03789,27.12047,2
125,0.14401,26.46818,2
126,0.25422,19.67285,2
127,0.20021,28.54787,2
128,0.26974,32.98119,2
129,0.39751,23.53781,2
130,0.05802,26.00977,2
131,0.30611,20.43126,2
132,0.17368,24.62013,2
133,0.25764,25.40748,2
134,0.08489,27.55584,2
135,0.19281,26.88713,2
136,0.09375,30.55596,2
137,0.27092,19.01053,2
138,0.30215,28.56172,2
139,0.29688,19.97839,2
140,0.10871,30.54709,2
141,0.05934,26.65493,2
142,0.15587,23.78493,2
143,0.04561,29.90346,2
144,0.11211,28.22301,2
145,0.06419,27.21884,2
146,0.15050,28.10771,2
147,0.12595,21.25503,2
148,0.13525,24.71945,2
149,0.21065,25.88211,2
150,0.21694,26.24452,2
151,0.17072,26.64799,2
152,0.09249,29.33527,2
153,0.18968,25.93811,2
154,0.12800,26.72436,2
155,0.34462,19.38394,2
156,0.09612,25.24762,2
157,0.17441,26.25768,2
158,0.06218,30.23237,2
159,0.03293,26.58575,2
160,0.19934,24.33701,2
161,0.45457,19.78666,2
162,0.27519,25.80888,2
163,0.16352,25.29990,2
164,0.11261,27.97766,2
165,0.25896,24.71590,2
166,0.28891,21.64422,2
167,0.23581,25.99523,2
168,0.28677,24.98734,2
169,0.10929,21.78974,2
170,0.17241,28.22087,2
171,0.62465,19.47375,2
172,0.27542,24.54024,2
173,0.05423,27.58502,1
174,0.66670,23.87034,1
175,0.56279,26.17126,2
176,0.37345,22.44535,1
177,0.62923,18.87742,1
178,0.47438,27.48374,1
179,0.41501,23.09830,1
180,0.14319,22.30421,1
181,0.31872,24.13140,1
182,0.40390,21.34052,1
183,0.40254,26.03959,1
184,0.26776,26.51310,1
185,0.58993,21.88101,1
186,0.39140,18.59034,1
187,0.36489,21.24463,1
188,0.65530,22.17542,2
189,0.64807,15.96683,2
190,0.24877,23.49861,2
191,0.57997,26.07486,1
192,0.43087,24.22576,1
193,0.32417,23.42020,1
194,0.18268,22.19412,1
195,0.86554,14.74372,1
196,0.47544,20.51366,1
197,0.44468,22.07447,1
198,0.28324,28.24405,1
199,0.28286,22.04323,1
200,0.51153,22.33022,1
201,0.38536,24.21765,1
202,0.52856,23.87199,1
203,0.42109,21.86186,1
204,0.39522,22.22477,1
205,0.53407,20.48667,1
206,0.54129,20.41505,1
207,0.31429,23.16567,1
208,0.17911,25.71709,1
209,0.34929,25.60234,1
210,0.17754,24.78721,1
211,0.40853,27.31936,1
212,0.56001,29.96203,1
213,0.59596,21.62510,1
214,0.73070,15.69013,1
215,0.38750,26.00705,1
216,0.69957,24.78031,1
217,0.67138,16.31568,1
218,0.51438,21.73318,1
219,0.42763,24.15759,1
220,0.22453,26.47826,1
221,0.29189,24.46535,1
222,0.17489,31.45331,1
223,0.43276,21.39327,1
224,0.50103,19.27656,1
225,0.23455,26.40902,1
226,0.38015,20.40087,1
227,0.40959,22.29933,1
228,0.28296,17.34676,1
229,0.21137,25.21940,1
230,0.53513,24.23035,1
231,0.35256,25.26843,1
232,0.26662,23.29545,1
233,0.41736,26.23214,1
234,0.40501,25.65949,1
235,0.25524,18.38749,1
236,0.45520,17.64183,1
237,0.47870,18.54298,1
238,0.28983,26.87896,1
239,0.17757,23.01586,1
240,0.28922,21.29168,1
241,0.19053,29.91607,1
242,0.13919,21.75522,1
243,0.41222,21.62059,1
244,0.47280,17.75898,1
245,0.39291,25.93611,1
246,0.10549,26.49362,1
247,0.12870,27.46617,1
248,0.12960,24.89691,1
249,0.33345,26.82304,2
250,0.36064,25.39250,2
251,0.51607,26.99904,2
252,0.46388,26.63377,2
253,0.12313,24.75910,1
254,0.55070,22.31128,1
255,0.20061,28.06145,1
256,0.10135,27.26136,1
257,0.59278,18.43288,1
258,0.09540,23.73863,1
259,0.28303,20.31860,1
260,0.54038,20.70315,1
261,0.48672,23.09201,1
262,0.47084,19.73909,1
263,0.34933,23.31789,1
264,0.50228,22.98706,1
265,0.63137,20.91699,1
266,0.70114,19.97815,1
267,0.47225,18.75520,1
268,0.32275,25.86447,1
269,0.39071,23.15763,1
270,0.28375,22.55744,1
271,0.45525,22.38924,1
272,0.59654,18.93908,1
273,0.09195,21.53391,1
274,0.21644,24.65732,1
275,0.32930,21.02384,1
276,0.44911,20.87119,1
277,0.58501,25.42613,1
278,0.49147,21.97001,1
279,0.23905,23.01371,1
280,0.41938,25.61367,1
281,0.28912,27.13491,1
282,0.64100,27.38543,1
283,0.28799,20.66869,1
284,0.34836,22.67730,1
285,0.33420,23.05919,1
286,0.31819,22.91268,1
287,0.53352,21.62881,1
288,0.33323,22.57125,1
289,0.42122,22.54227,1
290,0.59132,23.12404,1
291,0.66597,21.10466,1
292,0.51831,21.82185,1
293,0.27288,24.20064,1
294,0.55905,19.05636,1
295,0.72213,21.56023,1
296,0.34834,22.23607,1
297,0.36107,22.51510,1
298,0.29417,22.17462,1
299,0.43744,23.84442,1
300,0.43104,27.27546,1
301,0.11474,27.43254,1
302,0.67513,17.43647,1
303,0.23683,24.52335,1
304,0.23877,27.67499,1
305,0.14952,22.76584,1
306,0.50455,18.36419,1
307,0.31479,20.87073,1
308,0.50407,24.88507,1
309,0.50492,21.19506,1
310,0.44465,27.52147,1
311,0.47050,18.13946,1
312,0.59655,26.08208,1
313,0.64178,25.89851,1
314,0.12113,24.32877,1
315,0.32024,22.99933,1
316,0.54474,26.17678,1
317,0.40989,23.90001,1
318,0.46727,20.92986,1
319,0.36184,22.00188,1
320,0.74758,22.91915,1
321,0.48440,22.90920,1
322,0.39169,22.95061,1
323,0.41217,24.42855,1
324,0.54863,19.93889,1
325,0.47528,23.80672,1
326,0.46730,23.48013,1
327,0.70737,24.32146,1
328,0.35912,19.26577,1
329,0.19896,26.43936,1
330,0.60268,24.42288,1
331,0.26287,20.85642,1
332,0.36959,23.93913,1
333,0.59246,26.64082,1
334,0.48224,21.41039,1
335,0.63849,23.92248,1
336,0.65299,17.53769,1
337,0.45026,19.38443,1
338,0.59302,22.86468,1
339,0.37893,28.20548,1
340,0.37443,20.87109,1
341,0.31088,23.18063,1
342,0.31327,19.44468,1
343,0.57683,20.05307,1
344,0.68888,28.32684,1
345,0.69490,21.52588,1
346,0.34429,24.46131,1
347,0.27303,28.47049,1
348,0.44561,18.10178,1
349,0.51168,24.05975,1
350,0.33722,25.55025,1
351,0.43504,24.09640,1
352,0.37064,20.05241,1
353,0.44244,22.60826,1
354,0.41054,24.68965,1
355,0.56445,22.53137,1
356,0.45955,22.27137,1
357,0.27566,23.50610,1
358,0.39737,20.98014,1
359,0.48398,27.65752,1
360,0.18679,23.19786,1
361,0.19993,23.30545,1
362,0.26042,21.74265,1
363,0.33569,26.20322,1
364,0.27834,25.99634,1
365,0.32538,24.44854,1
366,0.32427,19.19439,1
367,0.48098,23.24662,1
368,0.39568,18.87175,1
369,0.32884,24.62816,1
370,0.31848,22.38392,1
371,0.55627,25.90150,1
372,0.26068,21.25998,1
373,0.13716,24.22048,1
374,0.28392,18.27696,1
375,0.43689,22.43650,1
376,0.45425,20.13948,1
377,0.44110,21.10607,1
378,0.33348,22.28802,1
379,0.37218,21.48210,1
380,0.12559,27.14895,1
381,0.49722,20.21427,1
382,0.53369,22.83838,1
383,0.60581,24.98781,1
384,0.36425,24.07406,1
385,0.56288,20.07217,1
386,0.36781,21.13130,1
387,0.69511,22.51990,1
388,0.51217,19.01685,1
389,0.50563,17.40651,1
390,0.33863,24.22022,1
391,0.48942,26.38164,1
392,0.25915,25.35568,1
393,0.51202,22.65460,1
394,0.21173,22.04527,1
395,0.13465,26.96357,1
396,0.19967,27.65598,1
397,0.54691,23.93964,1
398,0.50199,25.45406,1
399,0.22846,22.01720,1
400,0.24647,23.39871,1
401,0.35551,23.93022,1
402,0.23600,25.75744,1
403,0.46289,19.33955,1
404,0.31023,24.89985,1
405,0.39571,20.23836,1
406,0.22111,21.37370,1
407,0.34192,22.38807,1
408,0.31686,23.36900,1
409,0.46409,21.27450,1
410,0.43947,26.02909,1
411,0.35878,22.63022,1
412,0.45870,22.06828,1
413,0.69958,24.57558,1
414,0.23393,25.62806,1
415,0.82182,21.57010,1
416,0.14838,23.99210,1
417,0.06633,26.52647,1
418,0.20275,23.76317,1
419,0.29481,24.72071,1
420,0.64057,17.22037,1
421,0.84489,20.79050,0
422,0.62184,22.20324,0
423,0.31075,18.70101,0
424,0.78104,22.88781,0
425,0.63619,21.91151,0
426,0.90481,15.21465,0
427,0.51857,21.68656,0
428,0.77191,18.23814,0
429,0.40334,20.90495,0
430,0.65649,21.44425,0
431,0.59140,16.52439,0
432,0.62184,20.31008,0
433,0.41796,19.97013,0
434,0.73455,18.61522,0
435,0.20615,23.72191,0
436,0.21759,21.22828,0
437,0.07342,27.44312,0
438,0.05678,23.85603,0
439,0.48813,23.38729,0
440,0.68953,18.36687,0
441,0.75187,15.11832,0
442,0.73852,19.70286,0
443,0.54744,15.86612,0
444,0.88545,21.50619,0
445,0.42090,22.57051,0
446,0.43936,21.05209,0
447,0.29244,23.38779,0
448,0.38266,19.81015,0
449,0.58550,21.25370,0
450,0.80704,21.93065,0
451,0.55877,17.96877,0
452,0.58297,13.29657,0
453,0.04254,27.41812,0
454,0.39925,21.53378,0
455,0.93631,15.29313,0
456,0.64652,19.47655,0
457,0.53129,22.21700,0
458,0.51475,19.18478,0
459,0.12196,26.97735,0
460,0.42171,21.95651,0
461,0.29403,24.32770,0
462,0.69784,21.22652,0
463,0.39043,25.63969,0
464,0.54964,23.41283,0
465,0.31997,21.80559,0
466,0.10720,24.73160,0
467,0.14444,26.59199,0
468,0.19042,28.01344,0
469,0.06818,23.92492,0
470,0.35616,22.09418,0
471,0.04169,24.90497,0
472,0.51898,24.07022,0
473,0.49242,22.41155,0
474,0.50005,19.74125,0
475,0.46691,20.04384,0
476,0.59494,21.46700,0
477,0.86629,17.05756,0
478,0.80713,19.87140,0
479,0.59492,22.30650,0
480,0.76563,17.66716,0
481,0.67439,22.58038,0
482,0.78721,18.92749,0
483,0.70507,16.95394,0
484,0.58586,24.65927,0
485,0.69877,15.51143,0
486,0.73834,19.83412,0
487,0.73952,18.38519,0
488,0.69059,19.89320,0
489,0.91730,17.83713,0
490,0.76267,23.88745,0
491,0.69744,18.03394,0
492,0.58345,22.06020,0
493,0.62032,22.37781,0
494,0.52188,19.93586,0
495,0.64974,19.42834,0
496,0.71556,17.79855,0
497,0.58193,19.86556,0
498,0.59804,20.03331,0
499,0.54387,19.13008,0
500,0.63146,22.81283,0
501,0.55809,24.35865,0
502,0.89379,25.17482,0
503,0.86512,15.27882,0
504,0.44617,21.47981,0
505,0.81596,20.97061,0
506,0.79833,18.06058,0
507,0.57275,21.23257,0
508,0.82222,15.91975,0
509,0.52493,24.68645,0
510,0.15772,22.16638,0
511,0.62584,18.20197,0
512,0.42039,15.34163,0
513,0.61113,22.80826,0
514,0.79623,15.57479,0
515,0.83461,18.37111,0
516,0.70033,18.09671,0
517,0.62219,20.56672,0
518,0.84229,20.83692,0
519,0.71330,23.91351,0
520,0.85175,19.29780,0
521,0.52298,20.28330,0
522,0.68711,14.98253,0
523,0.60924,20.20148,0
524,0.73559,17.89980,0
525,0.74627,18.22062,0
526,0.57855,22.01673,0
527,0.67795,22.16745,0
528,0.75822,21.55914,0
529,0.71379,20.27306,0
530,0.55845,20.23919,0
531,0.66551,25.31604,0
532,0.70519,20.44210,0
533,0.72525,13.68402,0
534,0.87556,16.29509,0
535,0.86768,22.48425,0
536,0.78332,18.85070,0
537,0.89287,14.57198,0
538,0.56948,18.47518,0
539,0.92268,18.38897,0
540,0.67921,19.42836,0
541,0.78954,19.03724,0
542,0.48666,30.46454,0
543,0.54778,18.11800,0
544,0.58264,19.24183,0
545,0.62914,16.91094,0
546,0.69134,21.82202,0
547,0.64213,20.45799,0
548,0.83375,14.39912,0
549,0.81654,17.79917,0
550,0.61624,26.69587,0
551,0.75687,15.10804,0
552,0.56856,21.51300,0
553,0.41298,21.84662,0
554,0.36906,22.45175,0
555,0.71179,17.29182,0
556,0.56580,19.56757,0
557,0.66897,22.71134,0
558,0.75705,23.29730,0
559,0.64642,17.65360,0
560,0.63790,19.46668,0
561,0.59871,14.13631,0
562,0.31652,20.90872,0
563,0.37500,25.27318,0
564,0.54113,19.93487,0
565,0.46403,26.34277,0
566,0.23332,23.54619,0
567,0.38768,21.41991,0
568,0.44450,22.45808,0
569,0.79326,18.01624,0
570,0.59589,20.41424,0
571,0.48853,22.26334,0
572,0.35363,23.69606,0
573,0.46013,24.03642,0
574,0.61985,20.29417,0
575,0.70876,20.63134,0
576,0.87900,15.69793,0
577,0.20895,25.68484,0
578,0.47872,20.28173,0
579,0.42935,20.60502,0
580,0.03590,26.24017,0
581,0.19383,24.90786,0
582,0.33437,27.54470,0
583,0.07189,27.03659,0
584,0.18042,24.58391,0
585,0.53022,22.60819,0
586,0.42900,23.95422,0
587,0.25270,24.87067,0
588,0.15226,31.05772,0
589,0.18921,21.05843,0
590,0.03661,25.02519,0
591,0.35972,22.02690,0
592,0.44862,27.22621,0
593,0.42467,24.79210,0
594,0.75448,18.42204,0
595,0.51749,23.22939,0
596,0.83973,14.38501,0
597,0.62632,20.32218,0
598,0.15682,28.94692,0
599,0.27544,23.00464,0
600,0.02100,24.12946,0
601,0.50040,26.59440,1
602,0.41253,25.47711,1
603,0.17892,23.65368,2
604,0.46325,23.29998,2
605,0.33786,28.87326,1
606,0.36147,22.92750,1
607,0.63292,17.74464,0
608,0.30430,24.69169,1
609,0.77148,15.69013,0
610,0.79824,20.53009,0
611,0.48628,22.59873,1
612,0.47491,20.44639,1
613,0.20789,25.46379,2
614,0.17007,29.40563,1
615,0.08330,29.83438,2
616,0.48152,22.75257,1
617,0.37054,21.89719,2
618,0.43917,19.79024,1
619,0.47945,18.88239,0
620,0.63009,20.15352,0
621,0.49792,21.73068,0
622,0.37151,24.26402,1
623,0.22703,21.94876,1
624,0.62975,16.01257,0
625,0.48020,18.85569,1
626,0.06461,26.10846,2
627,0.55375,24.98645,1
628,0.35237,25.34239,2
629,0.18116,28.49698,2
630,0.24750,27.74630,2
631,0.16292,24.96320,1
632,0.38392,26.19607,1
633,0.15556,22.31829,2
634,0.18720,26.55795,2
635,0.36644,19.66046,0
636,0.49879,20.48802,1
637,0.61460,19.05109,0
638,0.49719,24.04813,1
639,0.34400,22.81107,2
640,0.38522,24.96583,2
641,0.14044,25.02706,2
642,0.36599,28.54931,2
643,0.56285,26.39779,1
644,0.62385,21.06252,0
645,0.24543,25.19438,1
646,0.08852,21.61899,2
647,0.14194,17.58498,2
648,0.88202,15.52294,0
649,0.85626,16.16908,0
650,0.77826,18.16489,0
651,0.81216,14.13961,0
652,0.62972,23.06240,1
653,0.67796,20.00298,1
654,0.70864,19.22527,2
655,0.54135,16.87852,0
656,0.74099,24.15648,1
657,0.45374,24.61365,1
658,0.83218,20.52377,0
659,0.69514,29.51795,0
660,0.43273,23.53779,1
661,0.80645,15.65110,0
662,0.39232,27.44909,1
663,0.41152,23.92474,1
664,0.75054,13.20465,0
665,0.29993,26.82978,2
666,0.77050,19.45525,0
667,0.63105,23.56720,0
668,0.37500,22.11953,1
669,0.15302,26.66089,1
670,0.61766,18.63172,0
671,0.43868,26.32799,2
672,0.68023,20.30257,0
673,0.19692,25.55944,2
674,0.13279,25.33172,2
675,0.48165,23.57323,1
676,0.80763,17.53729,0
677,0.41320,25.66128,0
678,0.81178,14.71854,0
679,0.65667,20.42320,1
680,0.56606,22.09965,0
681,0.45030,30.63409,1
682,0.17783,24.98678,1
683,0.41461,27.72900,2
684,0.39909,27.41409,1
685,0.83182,17.83852,0
686,0.23347,28.28280,2
687,0.14441,29.23897,2
688,0.17531,27.18765,1
689,0.49029,19.08304,1
690,0.16120,28.79903,2
691,0.12237,17.53350,1
692,0.29455,23.69153,1
693,0.77261,16.85607,1
694,0.73597,16.20213,0
695,0.58073,26.51861,2
696,0.48783,23.24116,1
697,0.42215,27.65456,2
698,0.16104,24.09868,2
699,0.53578,21.45304,0
700,0.46702,18.45425,1
701,0.20659,23.75472,2
702,0.71158,22.49491,0
703,0.74605,14.99761,0
704,0.14064,26.19675,2
705,0.35450,24.25413,0
706,0.35403,23.31273,1
707,0.63058,19.08048,0
708,0.54399,22.87189,0
709,0.59503,19.84362,0
710,0.12934,31.03190,2
711,0.35197,23.06131,1
712,0.58746,18.62068,1
713,0.69787,25.64101,0
714,0.32906,24.93551,2
715,0.78661,19.66048,0
716,0.19412,28.61480,2
717,0.62977,22.55685,0
718,0.64707,19.27103,0
719,0.38308,25.41788,1
720,0.18208,28.50114,1
721,0.23704,26.44578,1
722,0.16945,25.72269,2
723,0.16811,24.21241,1
724,0.21549,26.60694,2
725,0.60457,23.72986,0
726,0.11621,24.50812,2
727,0.08178,27.91333,2
728,0.24394,28.49008,2
729,0.22277,26.10304,2
730,0.13480,30.64355,2
731,0.08309,31.84925,2
732,0.61856,17.65159,1
733,0.39921,23.55558,1
734,0.10336,28.31379,1
735,0.32255,24.26276,1
736,0.58598,23.56182,0
737,0.19047,24.05656,2
738,0.28770,28.51090,2
739,0.57222,21.94317,0
740,0.34270,25.05093,2
741,0.56336,21.87026,1
742,0.29214,26.48223,2
743,0.05630,23.95970,1
744,0.85526,18.69229,0
745,0.11948,23.00344,2
746,0.11710,27.94521,2
747,0.83797,22.81830,0
748,0.91908,13.82143,0
749,0.23539,26.39668,1
750,0.48314,25.27168,0
751,0.78566,19.26484,1
752,0.86382,20.25148,0
753,0.20402,27.29649,2
754,0.78158,20.77767,0
755,0.73958,24.78517,2
756,0.63217,18.79669,1
757,0.82570,20.61226,0
758,0.41135,24.97366,1
759,0.09417,23.92538,2
760,0.32179,26.11931,2
761,0.61887,23.85795,2
762,0.23826,25.90791,1
763,0.30030,23.38297,1
764,0.18331,26.37050,2
765,0.11927,27.73048,2
766,0.15318,27.10854,2
767,0.44724,23.80577,2
768,0.61756,19.46163,1
769,0.40653,25.35735,1
770,0.16754,24.87864,2
771,0.21428,21.98758,2
772,0.16481,33.82472,2
773,0.19400,28.04174,2
774,0.51406,21.26514,1
775,0.39304,21.58824,1
776,0.64502,21.99702,0
777,0.60308,20.65997,1
778,0.44067,20.72198,1
779,0.43586,28.54322,2
780,0.55545,19.90063,1
781,0.57310,28.39777,1
782,0.63824,22.05880,0
783,0.91671,21.41666,0
784,0.38071,25.10921,1
785,0.46266,18.93337,1
786,0.64149,22.02979,1
787,0.23627,25.64544,2
788,0.49914,24.71051,1
789,0.49474,26.88513,0
790,0.10834,25.23090,2
791,0.47622,21.38536,1
792,0.32881,23.02044,1
793,0.29520,20.33353,2
794,0.08715,19.51742,2
795,0.16373,25.52003,1
796,0.31328,21.53412,1
797,0.39666,22.93446,1
798,0.23877,22.56031,2
799,0.57340,18.66629,1
800,0.54802,17.88596,1
801,0.32114,26.53342,1
802,0.14431,30.75495,2
803,0.36835,23.12693,2
804,0.29510,31.02132,2
805,0.76391,15.70391,0
806,0.39451,23.87808,1
807,0.32803,24.17009,2
808,0.32861,26.74328,2
809,0.42491,21.63636,1
810,0.33768,25.18440,2
811,0.20023,23.74887,2
812,0.13268,26.80594,2
813,0.07496,25.43456,2
814,0.23862,26.48907,2
815,0.29783,20.14394,1
816,0.27414,24.13781,2
817,0.81042,17.22455,0
818,0.06992,25.90780,2
819,0.51113,23.38147,0
820,0.30726,31.19380,2
821,0.33698,19.53152,2
822,0.23903,22.92291,1
823,0.19398,26.49472,1
824,0.38827,27.82787,1
825,0.22594,28.49186,2
826,0.51605,25.32742,1
827,0.18709,21.35040,2
828,0.79242,16.51342,0
829,0.40431,22.77138,1
830,0.43417,21.83232,1
831,0.12110,28.59816,2
832,0.39268,24.58600,1
833,0.32314,24.34195,2
834,0.40733,28.31778,1
835,0.67631,21.40916,0
836,0.38149,22.37293,2
837,0.55738,24.67200,0
838,0.39148,24.15904,2
839,0.61199,22.88530,0
840,0.47212,18.98276,1
841,0.49964,21.45498,0
842,0.42761,20.36436,2
843,0.36395,26.13267,2
844,0.72185,23.46375,0
845,0.73552,21.79242,0
846,0.49349,24.67243,1
847,0.94861,18.44092,0
848,0.84380,19.87354,1
849,0.68106,19.13990,0
850,0.94370,14.59200,0
851,0.83568,28.74347,0
852,0.58658,17.88278,0
853,0.82738,16.56563,0
854,0.82902,16.04428,0
855,0.83197,14.44073,0
856,0.86160,18.11860,0
857,0.84902,17.12272,0
858,0.78508,24.29045,0
859,0.85321,24.01065,0
860,0.92578,15.54043,0
861,0.50207,25.41241,1
862,0.67992,18.32576,1
863,0.82106,17.41550,0
864,0.49932,22.05822,1
865,0.42251,25.05537,2
866,0.42485,25.41409,1
867,0.12493,23.47725,2
868,0.18886,23.64377,1
869,0.45232,24.36358,1
870,0.75979,14.13836,0
871,0.70915,21.18062,1
872,0.49266,28.34997,1
873,0.30035,27.70799,1
874,0.86452,13.65317,0
875,0.58638,28.42391,1
876,0.57454,20.02958,0
877,0.54130,24.12337,1
878,0.53933,25.42657,1
879,0.43910,21.53950,1
880,0.83977,18.59416,0
881,0.62541,22.87954,1
882,0.35364,20.29505,1
883,0.28541,22.95942,1
884,0.59623,19.61760,0
885,0.60602,15.25175,1
886,0.58868,23.10832,0
887,0.20576,25.18791,1
888,0.30146,28.90022,1
889,0.70978,17.03552,2
890,0.64391,20.74416,1
891,0.35604,27.93720,1
892,0.52590,20.79597,1
893,0.42304,26.05254,2
894,0.47343,25.14261,1
895,0.32699,23.51788,2
896,0.37435,21.71036,1
897,0.66780,21.63631,0
898,0.80020,18.21641,0
899,0.05495,25.40347,2
900,0.67022,20.97935,1
901,0.53654,22.50468,1
902,0.45791,22.59563,2
903,0.71728,22.00510,1
904,0.57294,22.10993,1
905,0.70568,19.74763,0
906,0.44724,20.49464,1
907,0.19637,25.81894,2
908,0.17600,24.71285,2
909,0.16384,24.44020,2
910,0.56572,23.70441,1
911,0.76374,19.05144,0
912,0.61595,23.13959,1
913,0.75906,16.22811,0
914,0.47517,21.11073,2
915,0.67261,23.66122,1
916,0.79555,19.51524,0
917,0.63831,23.94817,0
918,0.38344,23.70582,2
919,0.13896,22.82624,2
920,0.23624,24.81644,2
921,0.32435,22.29271,2
922,0.33678,26.54070,2
923,0.52800,22.60946,1
924,0.46451,25.53729,1
925,0.31066,27.33143,2
926,0.48705,18.38698,1
927,0.18702,27.28341,2
928,0.13825,24.34573,2
929,0.27320,20.55723,2
930,0.43539,20.69108,1
931,0.31518,22.88344,1
932,0.16489,26.38075,1
933,0.39384,28.80023,1
934,0.38886,25.21598,1
935,0.39903,23.82073,1
936,0.29221,28.29200,2
937,0.29147,27.51418,2
938,0.77369,25.32760,0
939,0.58989,20.19577,1
940,0.30055,22.24478,2
941,0.70958,20.74955,1
942,0.26798,26.72183,1
943,0.51012,24.98803,1
944,0.50883,24.72417,1
945,0.50815,25.95166,0
946,0.49346,28.83490,2
947,0.45521,21.92931,2
948,0.39975,17.25693,1
949,0.61846,22.06978,0
950,0.13848,30.10187,2
951,0.47250,22.93452,1
952,0.28619,25.70532,1
953,0.43575,25.99051,1
954,0.36705,17.94622,2
955,0.22806,25.26564,1
956,0.28241,29.95462,1
957,0.71295,22.64001,0
958,0.39138,24.90823,1
959,0.57878,18.65449,1
960,0.43640,23.89978,0
961,0.27148,25.36769,2
962,0.42391,20.17811,1
963,0.50011,23.36216,0
964,0.66001,20.54628,0
965,0.31318,23.91339,1
966,0.65463,19.87110,0
967,0.49806,24.89265,1
968,0.06140,25.72694,2
969,0.44653,23.58381,0
970,0.51542,20.53063,1
971,0.67296,21.77413,1
972,0.07952,26.15088,2
973,0.30480,21.97074,1
974,0.34993,17.64391,1
975,0.77558,19.40533,0
976,0.60808,22.13411,1
977,0.27040,27.06554,2
978,0.86920,17.03263,0
979,0.52880,22.68168,1
980,0.64252,22.65836,1
981,0.84980,14.85720,0
982,0.83828,17.54473,0
983,0.84209,16.22152,0
984,0.81969,16.14256,0
985,0.88415,13.96706,0
986,0.89566,13.48679,0
987,0.67191,22.82477,0
988,0.36598,22.24013,1
989,0.11122,25.04742,2
990,0.37093,26.02328,2
991,0.08174,24.45965,2
992,0.49160,27.13447,1
993,0.31084,27.76808,2
994,0.10973,28.01867,2
995,0.08371,31.30706,2
996,0.11129,23.99601,2
997,0.06577,26.45040,2
